,parkGeoHash,spendGeoHash,pctTimeSpend,parkGeoHash_AvgTimeToPark,parkGeoHash_PercentSearching,spendGeoHash_AvgTimeToPark,spendGeoHash_PercentSearching,distance,spend_lat,spend_lng,park_lat,park_lng,spendDistrict,spendFoodC,spendShopC,parkDistrict,parkFoodC,parkShopC,parkAvgTimeToParkRatio,parkTotalSearching,parkAvgUniqueGeohashes,parkAvgTotalGeohashes,parkPercentCar,parkPercentMPV,parkPercentLDT,parkPercentMDT,parkPercentHDT,parkPercentOther,spendAvgTimeToParkRatio,spendTotalSearching,spendAvgUniqueGeohashes,spendAvgTotalGeohashes,spendPercentCar,spendPercentMPV,spendPercentLDT,spendPercentMDT,spendPercentHDT,spendPercentOther
13645,dpz83vh,dpz83vh,0.225,5.5567,0.1351,5.5567,0.1351,118,43.67,-79.37,43.67,-79.37,Old Toronto,13,10,Old Toronto,13,10,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4
13646,dpz83vj,dpz83vh,0.1473,4.4708,0.0424,5.5567,0.1351,610,43.67,-79.37,43.67,-79.37,Old Toronto,13,10,Old Toronto,16,11,1.4597,12,4.5,7.0,0.0,0.3333,0.3333,0.0833,0.0,0.25,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4
13647,dpz83vm,dpz83vh,0.1453,7.2778,0.0261,5.5567,0.1351,610,43.67,-79.37,43.67,-79.37,Old Toronto,13,10,Old Toronto,15,14,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4
13648,dpz83vk,dpz83vh,0.1457,4.5048,0.1721,5.5567,0.1351,610,43.67,-79.37,43.67,-79.37,Old Toronto,13,10,Old Toronto,12,17,1.3407,21,4.2857,7.8571,0.0,0.0476,0.8571,0.0,0.0,0.0952,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4
13649,dpz83v7,dpz83vh,0.2548,3.9253,0.2028,5.5567,0.1351,610,43.67,-79.37,43.67,-79.37,Old Toronto,13,10,Old Toronto,6,14,1.2761,29,4.3448,7.2414,0.0,0.2414,0.6552,0.0,0.0,0.1034,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4
13650,dpz83vh,dpz83vm,0.1525,5.5567,0.1351,7.2778,0.0261,610,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,13,10,1.0219,5,6.4,9.2,0.2,0.0,0.2,0.0,0.2,0.4,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13651,dpz83vn,dpz83vm,0.11,4.4714,0.0921,7.2778,0.0261,610,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,13,7,1.1398,7,5.2857,7.8571,0.0,0.1429,0.7143,0.1429,0.0,0.0,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13652,dpz83vj,dpz83vm,0.0955,4.4708,0.0424,7.2778,0.0261,610,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,16,11,1.4597,12,4.5,7.0,0.0,0.3333,0.3333,0.0833,0.0,0.25,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13653,dpz83vm,dpz83vm,0.1561,7.2778,0.0261,7.2778,0.0261,118,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,15,14,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13654,dpz83vk,dpz83vm,0.13,4.5048,0.1721,7.2778,0.0261,610,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,12,17,1.3407,21,4.2857,7.8571,0.0,0.0476,0.8571,0.0,0.0,0.0952,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13655,dpz83vs,dpz83vm,0.0862,5.2744,0.0663,7.2778,0.0261,610,43.67,-79.37,43.67,-79.37,Old Toronto,15,14,Old Toronto,8,14,1.6104,13,4.4615,6.8462,0.0,0.4615,0.3077,0.0769,0.0769,0.0769,2.7794,15,4.5333,8.0,0.0,0.5333,0.1333,0.0667,0.0,0.2667
13656,dpz83j5,dpz83j7,0.0637,4.6217,0.1232,5.9529,0.0398,610,43.67,-79.4,43.67,-79.4,Old Toronto,16,7,Old Toronto,17,13,1.3959,50,5.28,8.18,0.04,0.24,0.12,0.02,0.5,0.08,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353
13657,dpz83jh,dpz83j7,0.0747,4.559,0.0974,5.9529,0.0398,610,43.67,-79.4,43.67,-79.4,Old Toronto,16,7,Old Toronto,11,11,1.0451,26,4.8077,7.4231,0.0,0.6923,0.1538,0.0,0.1538,0.0,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353
13658,dpz83j4,dpz83j7,0.0466,4.2595,0.0886,5.9529,0.0398,610,43.67,-79.4,43.67,-79.41,Old Toronto,16,7,Old Toronto,27,13,1.5182,7,4.2857,6.7143,0.0,0.0,0.2857,0.2857,0.4286,0.0,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353
13659,dpz83j7,dpz83j7,0.1255,5.9529,0.0398,5.9529,0.0398,118,43.67,-79.4,43.67,-79.4,Old Toronto,16,7,Old Toronto,16,7,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353
13660,dpz83jk,dpz83j7,0.1208,6.2222,0.0545,5.9529,0.0398,610,43.67,-79.4,43.67,-79.4,Old Toronto,16,7,Old Toronto,12,7,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353
13661,dpz83j5,dpz83jk,0.1129,4.6217,0.1232,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,17,13,1.3959,50,5.28,8.18,0.04,0.24,0.12,0.02,0.5,0.08,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13662,dpz83jj,dpz83jk,0.0845,6.9056,0.12,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,13,7,1.4882,6,5.5,10.0,0.0,0.0,0.5,0.1667,0.3333,0.0,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13663,dpz83jh,dpz83jk,0.0697,4.559,0.0974,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,11,11,1.0451,26,4.8077,7.4231,0.0,0.6923,0.1538,0.0,0.1538,0.0,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13664,dpz83j7,dpz83jk,0.1802,5.9529,0.0398,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,16,7,1.8989,17,4.8235,7.7647,0.0588,0.3529,0.2941,0.0588,0.0,0.2353,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13665,dpz83jk,dpz83jk,0.2017,6.2222,0.0545,6.2222,0.0545,118,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,12,7,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13666,dpz83jm,dpz83jk,0.0923,4.8385,0.1032,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,10,7,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13667,dpz83jt,dpz83jk,0.1126,4.7833,0.0614,6.2222,0.0545,610,43.67,-79.4,43.67,-79.4,Old Toronto,12,7,Old Toronto,5,4,2.1222,7,4.8571,7.5714,0.0,0.4286,0.4286,0.0,0.1429,0.0,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0
13668,dpz83jj,dpz83jm,0.1201,6.9056,0.12,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,13,7,1.4882,6,5.5,10.0,0.0,0.0,0.5,0.1667,0.3333,0.0,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13669,dpz83jh,dpz83jm,0.1275,4.559,0.0974,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,11,11,1.0451,26,4.8077,7.4231,0.0,0.6923,0.1538,0.0,0.1538,0.0,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13670,dpz83jn,dpz83jm,0.1546,6.3833,0.0933,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,5,1,1.3382,7,5.4286,8.5714,0.0,0.2857,0.4286,0.1429,0.0,0.1429,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13671,dpz83jk,dpz83jm,0.2208,6.2222,0.0545,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,12,7,1.5529,9,5.5556,8.3333,0.1111,0.2222,0.6667,0.0,0.0,0.0,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13672,dpz83jm,dpz83jm,0.1735,4.8385,0.1032,4.8385,0.1032,118,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,10,7,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13673,dpz83jq,dpz83jm,0.2014,6.196000000000001,0.0548,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,8,5,1.6428,21,5.2381,8.1429,0.0476,0.1905,0.4286,0.0,0.0952,0.2381,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13674,dpz83jt,dpz83jm,0.098,4.7833,0.0614,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,5,4,2.1222,7,4.8571,7.5714,0.0,0.4286,0.4286,0.0,0.1429,0.0,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13675,dpz83jw,dpz83jm,0.1172,6.6967,0.0459,4.8385,0.1032,610,43.67,-79.4,43.67,-79.4,Old Toronto,10,7,Old Toronto,8,5,1.2346,10,5.2,8.3,0.0,0.5,0.1,0.1,0.1,0.2,1.3845,13,4.5385,7.0769,0.0769,0.3077,0.2308,0.1538,0.1538,0.0769
13676,dpz2qhw,dpz2qhw,0.239,3.0265,0.0664,3.0265,0.0664,118,43.66,-79.53,43.66,-79.53,Etobicoke,1,7,Etobicoke,1,7,1.1592,17,4.2353,7.0588,0.0,0.4118,0.1765,0.0588,0.1176,0.2353,1.1592,17,4.2353,7.0588,0.0,0.4118,0.1765,0.0588,0.1176,0.2353
13677,dpz2que,dpz2que,0.2618,2.0137,0.1239,2.0137,0.1239,118,43.66,-79.5,43.66,-79.5,York,1,1,York,1,1,1.3987,28,4.0,6.2143,0.0,0.8214,0.1429,0.0,0.0,0.0357,1.3987,28,4.0,6.2143,0.0,0.8214,0.1429,0.0,0.0,0.0357
13678,dpz88gc,dpz88gc,0.3154,6.1034,0.1933,6.1034,0.1933,118,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,1,1,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069
13679,dpz88gf,dpz88gc,0.2386,5.8828,0.2377,6.1034,0.1933,610,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,1,4,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069
13680,dpz88gb,dpz88gc,0.125,9.219,0.0787,6.1034,0.1933,610,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,1,1,1.6203,7,5.2857,9.7143,0.0,0.7143,0.0,0.0,0.2857,0.0,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069
13681,dpz88u4,dpz88gc,0.0977,5.5933,0.2128,6.1034,0.1933,3803,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,2,4,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069
13682,dpz88gc,dpz88gf,0.2314,6.1034,0.1933,5.8828,0.2377,610,43.7,-79.42,43.7,-79.42,Old Toronto,1,4,Old Toronto,1,1,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103
13683,dpz88gf,dpz88gf,0.1658,5.8828,0.2377,5.8828,0.2377,118,43.7,-79.42,43.7,-79.42,Old Toronto,1,4,Old Toronto,1,4,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103
13684,dpz88u4,dpz88gf,0.1235,5.5933,0.2128,5.8828,0.2377,3803,43.7,-79.42,43.7,-79.42,Old Toronto,1,4,Old Toronto,2,4,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103
13685,dpz88gc,dpz88u4,0.0885,6.1034,0.1933,5.5933,0.2128,3803,43.7,-79.42,43.7,-79.42,Old Toronto,2,4,Old Toronto,1,1,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0
13686,dpz88gf,dpz88u4,0.057,5.8828,0.2377,5.5933,0.2128,3803,43.7,-79.42,43.7,-79.42,Old Toronto,2,4,Old Toronto,1,4,1.0063,29,5.069,8.1724,0.0345,0.5517,0.1034,0.0,0.0,0.3103,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0
13687,dpz88u4,dpz88u4,0.1844,5.5933,0.2128,5.5933,0.2128,118,43.7,-79.42,43.7,-79.42,Old Toronto,2,4,Old Toronto,2,4,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0,1.167,10,6.1,9.6,0.0,0.2,0.8,0.0,0.0,0.0
13688,dpz88gc,dpz88gb,0.0859,6.1034,0.1933,9.219,0.0787,610,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,1,1,1.3009,29,4.7586,7.5172,0.069,0.4828,0.1379,0.0,0.1034,0.2069,1.6203,7,5.2857,9.7143,0.0,0.7143,0.0,0.0,0.2857,0.0
13689,dpz88gb,dpz88gb,0.1649,9.219,0.0787,9.219,0.0787,118,43.7,-79.42,43.7,-79.42,Old Toronto,1,1,Old Toronto,1,1,1.6203,7,5.2857,9.7143,0.0,0.7143,0.0,0.0,0.2857,0.0,1.6203,7,5.2857,9.7143,0.0,0.7143,0.0,0.0,0.2857,0.0
13690,dpz2x7y,dpz2x7y,0.0807,4.0233,0.045,4.0233,0.045,118,43.7,-79.48,43.7,-79.48,North York,7,7,North York,7,7,2.0894,5,5.0,8.0,0.0,0.2,0.2,0.6,0.0,0.0,2.0894,5,5.0,8.0,0.0,0.2,0.2,0.6,0.0,0.0
13691,dpz89gf,dpz89gf,0.222,5.0528,0.0625,5.0528,0.0625,118,43.7,-79.37,43.7,-79.37,East York,1,5,East York,1,5,1.5516,6,5.5,9.6667,0.0,0.3333,0.6667,0.0,0.0,0.0,1.5516,6,5.5,9.6667,0.0,0.3333,0.6667,0.0,0.0,0.0
13692,dpz89u1,dpz89gf,0.1607,5.4688,0.064,5.0528,0.0625,3803,43.7,-79.37,43.7,-79.37,East York,1,5,East York,10,28,1.9346,8,4.75,8.0,0.125,0.25,0.125,0.25,0.25,0.0,1.5516,6,5.5,9.6667,0.0,0.3333,0.6667,0.0,0.0,0.0
13693,dpz89u1,dpz89gb,0.1177,5.4688,0.064,6.6028,0.2069,3803,43.7,-79.38,43.7,-79.37,Old Toronto,4,11,East York,10,28,1.9346,8,4.75,8.0,0.125,0.25,0.125,0.25,0.25,0.0,2.1093,6,5.1667,10.0,0.0,0.3333,0.6667,0.0,0.0,0.0
13694,dpz89gb,dpz89gb,0.141,6.6028,0.2069,6.6028,0.2069,118,43.7,-79.38,43.7,-79.38,Old Toronto,4,11,Old Toronto,4,11,2.1093,6,5.1667,10.0,0.0,0.3333,0.6667,0.0,0.0,0.0,2.1093,6,5.1667,10.0,0.0,0.3333,0.6667,0.0,0.0,0.0
13695,dpz89u0,dpz89gb,0.1067,5.1015,0.0655,6.6028,0.2069,3803,43.7,-79.38,43.7,-79.38,Old Toronto,4,11,East York,12,29,1.2767,11,4.6364,7.4545,0.0,0.4545,0.2727,0.0,0.0909,0.1818,2.1093,6,5.1667,10.0,0.0,0.3333,0.6667,0.0,0.0,0.0
13696,dpz89sp,dpz89gb,0.0973,5.3917,0.1538,6.6028,0.2069,3803,43.7,-79.38,43.7,-79.38,Old Toronto,4,11,Old Toronto,8,20,1.8798,6,4.3333,8.1667,0.0,0.5,0.5,0.0,0.0,0.0,2.1093,6,5.1667,10.0,0.0,0.3333,0.6667,0.0,0.0,0.0
13697,dpz2w7f,dpz2w7g,0.343,5.1194,0.0426,3.9917,0.1493,610,43.7,-79.53,43.7,-79.53,York,5,5,York,3,5,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333,2.1324,10,5.0,8.2,0.1,0.2,0.2,0.1,0.0,0.4
13698,dpz2w7g,dpz2w7g,0.262,3.9917,0.1493,3.9917,0.1493,118,43.7,-79.53,43.7,-79.53,York,5,5,York,5,5,2.1324,10,5.0,8.2,0.1,0.2,0.2,0.1,0.0,0.4,2.1324,10,5.0,8.2,0.1,0.2,0.2,0.1,0.0,0.4
13699,dpz2w7f,dpz2wk1,0.1988,5.1194,0.0426,3.7167,0.0579,3803,43.7,-79.53,43.7,-79.53,York,1,0,York,3,5,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333,1.2943,11,5.0909,8.1818,0.0,0.2727,0.1818,0.0909,0.0909,0.3636
13700,dpz2wk1,dpz2wk1,0.4075,3.7167,0.0579,3.7167,0.0579,118,43.7,-79.53,43.7,-79.53,York,1,0,York,1,0,1.2943,11,5.0909,8.1818,0.0,0.2727,0.1818,0.0909,0.0909,0.3636,1.2943,11,5.0909,8.1818,0.0,0.2727,0.1818,0.0909,0.0909,0.3636
13701,dpz2w7f,dpz2w7f,0.3255,5.1194,0.0426,5.1194,0.0426,118,43.7,-79.53,43.7,-79.53,York,3,5,York,3,5,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333
13702,dpz2w7g,dpz2w7f,0.11,3.9917,0.1493,5.1194,0.0426,610,43.7,-79.53,43.7,-79.53,York,3,5,York,5,5,2.1324,10,5.0,8.2,0.1,0.2,0.2,0.1,0.0,0.4,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333
13703,dpz2wk1,dpz2w7f,0.0415,3.7167,0.0579,5.1194,0.0426,3803,43.7,-79.53,43.7,-79.53,York,3,5,York,1,0,1.2943,11,5.0909,8.1818,0.0,0.2727,0.1818,0.0909,0.0909,0.3636,2.3038,6,4.0,8.3333,0.0,0.5,0.1667,0.0,0.0,0.3333
13704,dpz88ev,dpz88sj,0.174,6.1472,0.1875,5.43,0.0427,3803,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4
13705,dpz88sj,dpz88sj,0.0857,5.43,0.0427,5.43,0.0427,118,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4
13706,dpz88sh,dpz88sj,0.091,5.955,0.0444,5.43,0.0427,610,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4
13707,dpz88ev,dpz88ev,0.1867,6.1472,0.1875,6.1472,0.1875,118,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0
13708,dpz88sj,dpz88ev,0.0916,5.43,0.0427,6.1472,0.1875,3803,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0
13709,dpz88sh,dpz88ev,0.0628,5.955,0.0444,6.1472,0.1875,3803,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0
13710,dpz88ev,dpz88sh,0.1544,6.1472,0.1875,5.955,0.0444,3803,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.5236,6,5.5,9.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1
13711,dpz88sj,dpz88sh,0.159,5.43,0.0427,5.955,0.0444,610,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.1426,5,5.0,8.8,0.0,0.4,0.2,0.0,0.0,0.4,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1
13712,dpz88sh,dpz88sh,0.2819,5.955,0.0444,5.955,0.0444,118,43.7,-79.42,43.7,-79.42,Old Toronto,0,0,Old Toronto,0,0,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1,1.2409999999999999,10,6.3,8.6,0.0,0.2,0.6,0.0,0.1,0.1
13713,dpz8d5f,dpz8d5f,0.1467,5.1167,0.1286,5.1167,0.1286,118,43.7,-79.36,43.7,-79.36,East York,3,8,East York,3,8,1.0395,9,4.7778,7.5556,0.1111,0.2222,0.4444,0.0,0.0,0.2222,1.0395,9,4.7778,7.5556,0.1111,0.2222,0.4444,0.0,0.0,0.2222
13714,dpz2sgg,dpz2sgg,0.2328,5.6981,0.02,5.6981,0.02,118,43.7,-79.59,43.7,-79.59,Etobicoke,0,0,Etobicoke,0,0,1.089,9,4.3333,7.0,0.0,0.0,0.1111,0.0,0.5556,0.3333,1.089,9,4.3333,7.0,0.0,0.0,0.1111,0.0,0.5556,0.3333
13715,dpz2sgf,dpz2sgg,0.0108,6.8439,0.1774,5.6981,0.02,610,43.7,-79.59,43.7,-79.59,Etobicoke,0,0,Etobicoke,0,1,1.3252,11,6.1818,8.6364,0.0,0.5455,0.0909,0.0,0.0909,0.2727,1.089,9,4.3333,7.0,0.0,0.0,0.1111,0.0,0.5556,0.3333
13716,dpz2sgg,dpz2sgf,0.1436,5.6981,0.02,6.8439,0.1774,610,43.7,-79.59,43.7,-79.59,Etobicoke,0,1,Etobicoke,0,0,1.089,9,4.3333,7.0,0.0,0.0,0.1111,0.0,0.5556,0.3333,1.3252,11,6.1818,8.6364,0.0,0.5455,0.0909,0.0,0.0909,0.2727
13717,dpz2sgf,dpz2sgf,0.0935,6.8439,0.1774,6.8439,0.1774,118,43.7,-79.59,43.7,-79.59,Etobicoke,0,1,Etobicoke,0,1,1.3252,11,6.1818,8.6364,0.0,0.5455,0.0909,0.0,0.0909,0.2727,1.3252,11,6.1818,8.6364,0.0,0.5455,0.0909,0.0,0.0909,0.2727
13718,dpz8d7f,dpz8dk1,0.2756,4.5679,0.1687,4.263,0.3333,3803,43.7,-79.35,43.7,-79.35,East York,1,3,East York,6,2,1.2074,14,4.8571,8.8571,0.0,0.2143,0.5,0.0,0.0,0.2857,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625
13719,dpz8dk6,dpz8dk1,0.3035,5.3731,0.0469,4.263,0.3333,610,43.7,-79.35,43.71,-79.35,East York,1,3,East York,9,13,1.2014,13,4.3077,7.6154,0.0769,0.3846,0.2308,0.0,0.0,0.3077,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625
13720,dpz8dk1,dpz8dk1,0.0344,4.263,0.3333,4.263,0.3333,118,43.7,-79.35,43.7,-79.35,East York,1,3,East York,1,3,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625
13721,dpz8dk3,dpz8dk1,0.0235,6.0556,0.0237,4.263,0.3333,610,43.7,-79.35,43.71,-79.35,East York,1,3,East York,2,8,1.1568,9,4.5556,8.8889,0.0,0.2222,0.1111,0.0,0.4444,0.2222,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625
13722,dpz8d7f,dpz8d7f,0.1702,4.5679,0.1687,4.5679,0.1687,118,43.7,-79.35,43.7,-79.35,East York,6,2,East York,6,2,1.2074,14,4.8571,8.8571,0.0,0.2143,0.5,0.0,0.0,0.2857,1.2074,14,4.8571,8.8571,0.0,0.2143,0.5,0.0,0.0,0.2857
13723,dpz8dk5,dpz8d7f,0.1139,6.4733,0.0568,4.5679,0.1687,3803,43.7,-79.35,43.7,-79.35,East York,6,2,East York,8,9,2.6246,20,4.95,8.15,0.0,0.55,0.2,0.0,0.0,0.25,1.2074,14,4.8571,8.8571,0.0,0.2143,0.5,0.0,0.0,0.2857
13724,dpz8dk1,dpz8d7f,0.0053,4.263,0.3333,4.5679,0.1687,3803,43.7,-79.35,43.7,-79.35,East York,6,2,East York,1,3,2.1711,16,4.5977,8.8906,0.0,0.8125,0.125,0.0,0.0,0.0625,1.2074,14,4.8571,8.8571,0.0,0.2143,0.5,0.0,0.0,0.2857
13725,dpz8dk5,dpz8dk6,0.2597,6.4733,0.0568,5.3731,0.0469,610,43.71,-79.35,43.7,-79.35,East York,9,13,East York,8,9,2.6246,20,4.95,8.15,0.0,0.55,0.2,0.0,0.0,0.25,1.2014,13,4.3077,7.6154,0.0769,0.3846,0.2308,0.0,0.0,0.3077
