,highway,side,between,time,period,start_loc,end_loc
3468,Old Orchard Grove (NY),South,Barse Street and Falkirk Street,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",2 hours,Barse Street , Falkirk Street
3469,Castlefield Avenue,North,A point 15 metres east of Avenue Road and a point 21.5 metres further east,Anytime,15 mins.,A point 15 metres east of Avenue Road , a point 21.5 metres further east
3470,Niagara Street,South and West,A point 16.4 metres south of Wellington Street West and Tecumseth Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 16.4 metres south of Wellington Street West , Tecumseth Street
3471,Niagara Street,South,A point 69 metres east of Tecumseth Street and Bathurst Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 69 metres east of Tecumseth Street , Bathurst Street
3472,Havelock Street,East,Bloor Street West and Dufferin Park Avenue,"10:00 a.m. to 6:00 p.m. Mon. to Fri. from Dec. 1 of one year to Mar. 31 of the next following year, inclusive and from the 1st day to the 15th day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,Bloor Street West , Dufferin Park Avenue
3473,Havelock Street,West,Bloor Street West and Dufferin Park Avenue,"10:00 a.m. to 6:00 p.m. Mon. to Fri. from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,Bloor Street West , Dufferin Park Avenue
3474,Ruskin Avenue,North,The southwest end of Ruskin Avenue and Edwin Avenue,"8:00 a.m. to 4:00 p.m., Sat.",1 hour,The southwest end of Ruskin Avenue , Edwin Avenue
3475,Ashdale Avenue,West,A point 35 metres south of Fairford Avenue and a point 9.5 metres further south,July and Aug. and public holidays,1 hour,A point 35 metres south of Fairford Avenue , a point 9.5 metres further south
3476,Ashdale Avenue,West,A point 44.5 metres south of Fairford Avenue and a point 26 metres further south,"7:30 a.m. to 9:30 a.m., 11:00 a.m. to 1:00 p.m. and 3:00 p.m. to 6:00 p.m., Mon. to Fri., from Sept. 1 of one year to Jun. 30 of the next following year, inclusive, except public holidays",10 mins.,A point 44.5 metres south of Fairford Avenue , a point 26 metres further south
3477,Ashdale Avenue,West,A point 44.5 metres south of Fairford Avenue and a point 26 metres further south,July and Aug. and public holidays,1 hour,A point 44.5 metres south of Fairford Avenue , a point 26 metres further south
3478,Ashdale Avenue,West,A point 70.5 metres south of Fairford Avenue and a point 9.5 metres further south,July and Aug. and public holidays,1 hour,A point 70.5 metres south of Fairford Avenue , a point 9.5 metres further south
3479,Jamestown Crescent,East and north,John Garland Boulevard (east intersection) and a point 109.5 metres northeast,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",15 mins.,John Garl, Boulevard (east intersection) 
3480,George Appleton Way,North,A point 55 metres east of Keele Street and a point 60 metres further east,Anytime,2 hours,A point 55 metres east of Keele Street , a point 60 metres further east
3481,Hendon Avenue,South,Kensington Avenue and a point 40 metres west of Greenview Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Kensington Avenue , a point 40 metres west of Greenview Avenue
3482,Bremner Boulevard,South,A point 43.15 metres west of Lower Simcoe Street and a point 35 metres further west,Anytime,30 mins.,A point 43.15 metres west of Lower Simcoe Street , a point 35 metres further west
3483,Bruyeres Mews,North,Iannuzzi Street and a point 15 metres west of Bathurst Street,Anytime,15 mins.,Iannuzzi Street , a point 15 metres west of Bathurst Street
3485,Torbarrie Road,East,Judy Sgro Avenue and a point 242 metres south,8:00 p.m. of one day to 8:00 a.m. of the next following day,12 hours,Judy Sgro Avenue , a point 242 metres south
3486,Torbarrie Road,East,A point 30 metres north of Judy Sgro Avenue and Sergio Marchi Street,8:00 p.m. of one day to 8:00 a.m. of the next following day,12 hours,A point 30 metres north of Judy Sgro Avenue , Sergio Marchi Street
3487,Broadview Avenue,East,A point 81 metres north of Danforth Avenue and a point 76.6 metres north of Browning Avenue,9:00 a.m. to 4:00 p.m. Mon. to Fri.,1 hour,A point 81 metres north of Danforth Avenue , a point 76.6 metres north of Browning Avenue
3488,Broadview Avenue,West,Erindale Avenue and a point 42 metres north of Chester Hill Road,9:00 a.m. to 4:00 p.m. Mon. to Fri.,1 hour,Erindale Avenue , a point 42 metres north of Chester Hill Road
3489,Spadina Avenue,West,A point 58 metres north of College Street and a point 12 metres further north,"7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 5:30 p.m., Mon. to Fri.",15 mins.,A point 58 metres north of College Street , a point 12 metres further north
3490,Spadina Crescent West,West,Russell Street and a point 74.5 metres south,"8:00 a.m. to 9:30 a.m. and 3:00 p.m. to 5:30 p.m., Mon. to Fri.",10 mins.,Russell Street , a point 74.5 metres south
3491,Twentieth Street,West,Lake Shore Boulevard West and a point 155.5 metres north,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",10 mins.,Lake Shore Boulevard West , a point 155.5 metres north
3493,Boustead Avenue,North,Alhambra Avenue and Roncesvalles Avenue,"10:00 a.m. to 6:00 p.m., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive, and from the 1st day to the 15th day of each month from Apr. 1 to Nov. 30, inclusive",30 mins.,Alhambra Avenue , Roncesvalles Avenue
3494,Boustead Avenue,South,Alhambra Avenue and Roncesvalles Avenue,"10:00 a.m. to 6:00 p.m., from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive",30 mins.,Alhambra Avenue , Roncesvalles Avenue
3495,Trolley Crescent (east leg),West,A point 15 metres south of Trolley Crescent (north leg) and a point 16 metres further south,Anytime,30 mins.,A point 15 metres south of Trolley Crescent (north leg) , a point 16 metres further south
3496,Trolley Crescent (north leg),North,A point 55 metres east of Lower River Street and a point 16 metres further east,Anytime,30 mins.,A point 55 metres east of Lower River Street , a point 16 metres further east
3497,Rogers Road,South,A point 30 metres east of Lauder Avenue and a point 46.8 metres west of Glenholme Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 30 metres east of Lauder Avenue , a point 46.8 metres west of Glenholme Avenue
3498,Royal York Road,West,MacDonald Street and Vanevery Street,Anytime,2 hours,MacDonald Street , Vanevery Street
3499,Laughton Avenue,East,A point 15 metres north of Davenport Road and a point 38 metres north of Davenport Road,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",1 hour,A point 15 metres north of Davenport Road , a point 38 metres north of Davenport Road
3500,Laughton Avenue,East,A point 44 metres north of Davenport Road and Talbot Avenue,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",1 hour,A point 44 metres north of Davenport Road , Talbot Avenue
3501,Danesbury Avenue (NY),East,A point 15 metres south of Hillmount Avenue and a point 57 metres further south,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 15 metres south of Hillmount Avenue , a point 57 metres further south
3502,Katherine Road,North,Garratt Boulevard and Ancaster Road,"7:00 a.m. to 9:00 a.m. and 3:00 p.m. to 6:00 p.m., Mon. to Fri.",15 mins.,Garratt Boulevard , Ancaster Road
3503,Claxton Boulevard (south roadway),South,Raglan Avenue and a point 70 metres west of Bathurst Street,"7:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Raglan Avenue , a point 70 metres west of Bathurst Street
3504,Hammersmith Avenue,Both,Isleworth Avenue and Glen Manor Drive West,"9:00 a.m. to 5:00 p.m., Mon. to Fri.",2 hours,Isleworth Avenue , Glen Manor Drive West
3505,Jean Street,Both,Summerhill Avenue and the north end of Jean Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Summerhill Avenue , the north end of Jean Street
3506,Gledhill Avenue,East,Lane first north of Danforth Avenue and King Edward Avenue,8:00 a.m. to 5:00 p.m.,1 hour,Lane first north of Danforth Avenue , King Edward Avenue
3507,Hillsdale Avenue East,South,A point 57.1 metres west of Mount Pleasant Road and Redpath Avenue,8:00 a.m. to 6:00 p.m. Mon. to Fri.,1 hour,A point 57.1 metres west of Mount Pleasant Road , Redpath Avenue
3508,Redpath Avenue,East,A point 30.5 metres north of Roehampton Avenue and a point 83.2 metres south of Broadway Avenue,8:00 a.m. to 6:00 p.m.,1 hour,A point 30.5 metres north of Roehampton Avenue , a point 83.2 metres south of Broadway Avenue
3509,Redpath Avenue,East,Broadway Avenue and Erskine Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Broadway Avenue , Erskine Avenue
3510,Kingston Road,North,Malvern Avenue and Hannaford Street,10:00 a.m. to 4:00 p.m.,1 hour,Malvern Avenue , Hannaford Street
3511,Queen Street East,North,Davies Avenue and Carroll Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri., 8:00 a.m. to 6:00 p.m., Sat.",1 hour,Davies Avenue , Carroll Street
3512,Mill Street (TO),North,A point 58 metres west of Cherry Street and a point 11 metres further west,Anytime,15 mins.,A point 58 metres west of Cherry Street , a point 11 metres further west
3514,Mill Street (TO),South,A point 9.5 metres east of Trinity Street and a point 11 metres further east,Anytime,10 mins.,A point 9.5 metres east of Trinity Street , a point 11 metres further east
3515,Bellechasse Street,South,Brantwood Drive and Benshire Drive,"8:00 a.m. to 4:00 p.m., Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,Brantwood Drive , Benshire Drive
3516,Benshire Drive,East,Jarwick Drive and a point 176 metres south,"8:00 a.m. to 4:00 p.m., Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,Jarwick Drive , a point 176 metres south
3517,Military Trail,North,A point 404 metres west of Neilson road and a point 22 metres further west,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 404 metres west of Neilson road , a point 22 metres further west
3518,Waterloo Avenue (TO),North,Dufferin Street and a point 59 metres east,8:00 a.m. to 10:00 a.m. and 3:00 p.m. to 5:00 p.m. Mon. to Fri.,10 mins.,Dufferin Street , a point 59 metres east
3519,Carlaw Avenue,East,Dilworth Crescent and Mortimer Avenue,"10:00 a.m. to 7:00 p.m., Mon. to Fri.",1 hour,Dilworth Crescent , Mortimer Avenue
3520,Lawlor Avenue,East,A point 15 metres north of Kingston Road and a point 11 metres further north,"7:30 a.m. to 9:30 a.m. and 2:00 p.m. to 4:00 p.m., Mon. to Fri.",10 mins.,A point 15 metres north of Kingston Road , a point 11 metres further north
3521,Craven Road,East,Queen Street East and Dundas Street East,7:01 a.m. to 12:00 a.m.,1 hour,Queen Street East , Dundas Street East
3522,Roehampton Avenue,South,Mount Pleasant Road and Rawlinson Avenue (west intersection),"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Mount Pleasant Road , Rawlinson Avenue (west intersection)
3523,Roehampton Avenue,South,Mount Pleasant Road and Rawlinson Avenue (west intersection),"8:00 a.m. to 6:00 p.m., Sun.",2 hours,Mount Pleasant Road , Rawlinson Avenue (west intersection)
3524,Gough Avenue,West,Danforth Avenue and a point 29.5 metres south,"8:00 a.m. to 9:00 a.m., 12:00 p.m. to 2:30 p.m. and 5:00 p.m. to 7:00 p.m. Mon. to Fri.",10 mins.,Danforth Avenue , a point 29.5 metres south
3525,Alpine Avenue,South,Edwin Avenue and the west end of Alpine Avenue,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Edwin Avenue , the west end of Alpine Avenue
3526,Concord Avenue,East,A point 132.6 metres north of College Street and a point 23 metres further north,"7:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:30 p.m., and 3:00 p.m to 6:00 p.m., Mon. to Fri., except public holidays",10 mins.,A point 132.6 metres north of College Street , a point 23 metres further north
3527,Concord Avenue,East,A point 196.6 metres north of College Street and a point 54.8 metres further north,"7:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:30 p.m., and 3:00 p.m to 6:00 p.m., Mon. to Fri., except public holidays",10 mins.,A point 196.6 metres north of College Street , a point 54.8 metres further north
3528,Concord Avenue,East,College Street and a point 132.6 metres north,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,College Street , a point 132.6 metres north
3529,Concord Avenue,East,A point 251.4 metres north of College Street and Dewson Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 251.4 metres north of College Street , Dewson Street
3530,South Drive,East,A point 80 metres south of Crescent Road (west intersection) and a point 42 metres further south,"11:30 a.m. to 1:30 p.m., and 2:30 p.m. to 6:00 p.m., Mon. to Fri.",10 mins.,A point 80 metres south of Crescent Road (west intersection) , a point 42 metres further south
3531,Twenty Second Street,West,A point 15 metres north of Elder Avenue and a point 9 metres south of Whitlam Avenue,10:00 a.m. to 6:00 p.m. Mon. to Fri.,1 hour,A point 15 metres north of Elder Avenue , a point 9 metres south of Whitlam Avenue
3532,Ascot Avenue,North,Nairn Avenue and a point 30.5 metres west of Earlscourt Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Nairn Avenue , a point 30.5 metres west of Earlscourt Avenue
3533,Melville Avenue,North,A point 17 metres west of Christie Street and a point 11 metres further west,"8:00 a.m. to 9:00 a.m. and 3:00 p.m. to 4:00 p.m. Mon. to Fri., from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive",15 mins.,A point 17 metres west of Christie Street , a point 11 metres further west
3534,Melville Avenue,North,A point 17 metres west of Christie Street and a point 11 metres further west,"4:00 p.m. to 6:00 p.m. Mon. to Fri. and 8:00 a.m. to 6:00 p.m. Sat. and Sun., from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,A point 17 metres west of Christie Street , a point 11 metres further west
3535,Melville Avenue,North,Shaw Street and a point 28 metres west of Christie Street,"8:00 a.m. to 6:00 p.m., from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,Shaw Street , a point 28 metres west of Christie Street
3536,Melville Avenue,South,A point 17 metres west of Christie Street and a point 11 metres further west,"8:00 a.m. to 9:00 a.m. and 3:00 p.m. to 4:00 p.m. Mon. to Fri., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive and from the 1st day to the 15th day of each month from Apr. 1 to Nov. 30, inclusive",15 mins.,A point 17 metres west of Christie Street , a point 11 metres further west
3537,Melville Avenue,South,A point 17 metres west of Christie Street and a point 11 metres further west,"4:00 p.m. to 6:00 p.m. Mon. to Fri. and 8:00 a.m. to 6:00 p.m. Sat. and Sun., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive and from the 1st day to the 15th day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,A point 17 metres west of Christie Street , a point 11 metres further west
3538,Melville Avenue,South,Shaw Street and a point 28 metres west of Christie Street,"8:00 a.m. to 6:00 p.m., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive and from the 1st day to the 15th day of each month from Apr. 1 to Nov. 30, inclusive",1 hour,Shaw Street , a point 28 metres west of Christie Street
3539,Oaklands Avenue (north/south leg),East,Cottingham Street and Oaklands Avenue (east/west leg),"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Cottingham Street , Oakl
3540,Perth Avenue,East,Bloor Street West and Wallace Avenue,10:00 a.m. to 6:00 p.m. Mon. to Fri.,1 hour,Bloor Street West , Wallace Avenue
3541,Margueretta Street,East,A point 138.7 metres north of College Street and a point 79.2 metres further north,"7:00 a.m. to 10:00 a.m., 11:30 a.m. to 1:30 p.m., and 3:15 p.m. to 5:00 p.m. Mon. to Fri.",10 mins.,A point 138.7 metres north of College Street , a point 79.2 metres further north
3542,Fifteenth Street,East,Lake Shore Boulevard West and a point 35 metres north of Birmingham Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri", 1 hour,Lake Shore Boulevard West , a point 35 metres north of Birmingham Street
3543,Superior Avenue,North,A point 63 metres east of Lake Shore Boulevard West and a point 10 metres further east,"7:00 a.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 63 metres east of Lake Shore Boulevard West , a point 10 metres further east
