,geohash,SearchingByHour
78,dpz2ng9,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2, 8: 0.375, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.3333, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
79,dpz9k5r,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.1818, 13: 0, 14: 0, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
80,dpz2nuv,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.4, 10: 0.3333, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
81,dpz2jvh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0625, 9: 0, 10: 0.0714, 11: 0, 12: 0, 13: 0.0556, 14: 0, 15: 0.0303, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.0526, 21: 0, 22: 0, 23: 0}"
82,dpz2jnz,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.6, 10: 0.1429, 11: 0, 12: 0, 13: 0, 14: 0.1333, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
83,dpz89xn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.5, 10: 0.25, 11: 0.5, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
84,dpz95hs,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0, 9: 0.25, 10: 0, 11: 0.5, 12: 0, 13: 0, 14: 0, 15: 0.25, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
85,dpz9hdn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.1429, 13: 0.1818, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.25}"
86,dpz2pm2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.5, 11: 0, 12: 0.5, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.3333, 18: 0, 19: 0.2, 20: 0.5, 21: 0, 22: 0, 23: 0}"
87,dpz95dr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1429, 8: 0, 9: 0, 10: 0, 11: 0.1111, 12: 0.125, 13: 0, 14: 0.1, 15: 0, 16: 0.1, 17: 0.25, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
88,dpz9jrz,"{0: 0.2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.1111, 11: 0, 12: 0, 13: 0.25, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.0333, 22: 0, 23: 0.0526}"
89,dpz95c7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0.5, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 0.3333, 18: 0, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
90,dpz9hrp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.5, 13: 1, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
91,dpz2jun,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.5, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.0405, 12: 0.0088, 13: 0, 14: 0, 15: 0.0833, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
92,dpz95xn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0.3333, 10: 0.2, 11: 0, 12: 0.5, 13: 0, 14: 0, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
93,dpz95dj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.1818, 11: 0.125, 12: 0.1111, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
94,dpz2vut,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0714, 8: 0, 9: 0.1111, 10: 0, 11: 0, 12: 0.125, 13: 0.0769, 14: 0, 15: 0, 16: 0, 17: 0.2, 18: 0.0833, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
95,dpz95x4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0.5, 10: 0.5, 11: 0, 12: 0, 13: 0, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
96,dpz2ngr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.0556, 12: 0.0909, 13: 0, 14: 0.1176, 15: 0.05, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.2, 21: 0, 22: 0, 23: 0}"
97,dpz9hk9,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 1, 13: 0.6667, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
98,dpz9p4q,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0.3333, 10: 0, 11: 0, 12: 1, 13: 0, 14: 0.5, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
99,dpz8s47,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.3333, 10: 0, 11: 0, 12: 0.25, 13: 0, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
100,dpz2wxh,"{0: 0.1667, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0526, 9: 0.0769, 10: 0.0417, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.1667}"
101,dpz916n,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0, 10: 1, 11: 0, 12: 0, 13: 1, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
102,dpz89nt,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.125, 8: 0.2, 9: 0, 10: 0.5, 11: 0, 12: 0, 13: 0.25, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
103,dpz2t67,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.3333, 10: 0.5, 11: 0, 12: 0, 13: 0.25, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
104,dpz94zg,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.3333, 12: 0.3333, 13: 0, 14: 0, 15: 0, 16: 0.4, 17: 0, 18: 0.1667, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
105,dpz80xq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.5, 11: 1, 12: 0, 13: 0.25, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.6, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
106,dpz2nec,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0.2, 10: 0, 11: 0.2857, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.3333, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
107,dpz94zv,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
108,dpz8ghu,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.3333, 9: 0, 10: 0.15, 11: 0, 12: 0, 13: 0.1, 14: 0.1429, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
109,dpz2nqb,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 0.5, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
110,dpz94pw,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.4, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.3, 15: 0, 16: 0, 17: 1, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
111,dpz945g,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.6667, 10: 0.25, 11: 0.6667, 12: 0.3333, 13: 0, 14: 0.6667, 15: 0.3333, 16: 0, 17: 0, 18: 0.0667, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
112,dpz91w3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0.0833, 10: 0.0303, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.1, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
113,dpz2nrj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0.037, 10: 0, 11: 0.3, 12: 0, 13: 0.1429, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
114,dpz9k3e,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0.25, 10: 0, 11: 0, 12: 0, 13: 0.1667, 14: 0.0833, 15: 0.1176, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
115,dpz9jdj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0, 9: 0.2857, 10: 0, 11: 0, 12: 0.0556, 13: 0, 14: 0, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
116,dpz2n6w,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.2, 11: 0, 12: 0.3333, 13: 0.4, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
117,dpz95he,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.3333, 9: 0, 10: 0.3333, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 1, 17: 1, 18: 0, 19: 0, 20: 0, 21: 0.1111, 22: 0, 23: 0}"
118,dpz2zuw,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0513, 10: 0, 11: 0, 12: 0.1429, 13: 0.75, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
119,dpz9kbv,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0, 9: 0.4286, 10: 0.1, 11: 0, 12: 0, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
120,dpz90hn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1111, 12: 0.1429, 13: 0.1111, 14: 0, 15: 0, 16: 0.1111, 17: 0.0909, 18: 0.0625, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
121,dpz2tzj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0.1667, 10: 0, 11: 0, 12: 0, 13: 0.125, 14: 0, 15: 0.2, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
122,dpz8dxj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0, 10: 0, 11: 0.25, 12: 0, 13: 0.3333, 14: 0, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 1, 23: 0}"
123,dpz91kh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.0833, 13: 0.0714, 14: 0.0286, 15: 0.0714, 16: 0, 17: 0, 18: 0, 19: 0.25, 20: 0, 21: 0, 22: 0, 23: 0}"
124,dpz9kdh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0, 11: 0.3333, 12: 0.2, 13: 0, 14: 0.25, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
125,dpz9jwz,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.1538, 15: 0, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
126,dpz2nt0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0.25, 11: 0.2, 12: 0.125, 13: 0.125, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
127,dpz2v59,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0.1111, 8: 0, 9: 0.125, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
128,dpz2ysd,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0556, 10: 0, 11: 0.0833, 12: 0, 13: 0.2, 14: 0.0909, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
129,dpz2tdm,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.25, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.1111, 19: 0, 20: 0.0588, 21: 0, 22: 0, 23: 0}"
130,dpz80zn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0833, 10: 0, 11: 0, 12: 0.1667, 13: 0.1111, 14: 0, 15: 0.1667, 16: 0.3333, 17: 0, 18: 0.0333, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
131,dpz95hg,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0, 10: 0.4286, 11: 0.5, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
132,dpz90fk,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0714, 10: 0, 11: 0.1667, 12: 0, 13: 0, 14: 0.125, 15: 0.1111, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
133,dpz2xf1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.0417, 12: 0, 13: 0, 14: 0.2, 15: 0, 16: 0.3333, 17: 0, 18: 0.3333, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
134,dpz9hx0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.3333, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
135,dpz2jkz,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.25, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
136,dpz2jtz,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2857, 10: 0.3333, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0.0769, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
137,dpz9hu8,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.3333, 11: 0.5, 12: 0.6667, 13: 0, 14: 0, 15: 0.3333, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
138,dpz916j,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0.3333, 8: 0.1, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.3333, 15: 0, 16: 0.1429, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
139,dpz94hk,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1667, 9: 0, 10: 0, 11: 0.25, 12: 0, 13: 0, 14: 0, 15: 0.25, 16: 0, 17: 0, 18: 0, 19: 0.3333, 20: 0, 21: 0, 22: 0, 23: 0}"
140,dpz8vk3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0.2, 9: 0, 10: 0, 11: 0.125, 12: 0, 13: 0.1538, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.05, 19: 0.1111, 20: 0, 21: 0, 22: 0, 23: 0}"
141,dpz917g,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1333, 9: 0, 10: 0.25, 11: 0.0769, 12: 0, 13: 0.0625, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
142,dpz9jtr,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.25, 7: 0, 8: 0.1111, 9: 0.2222, 10: 0, 11: 0, 12: 0.1429, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
143,dpz97dq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.2, 14: 0.037, 15: 0.0455, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
144,dpz884h,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.3333, 12: 0.5, 13: 0.3333, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
145,dpz95zx,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.2, 13: 0.3333, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
146,dpz972u,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0556, 9: 0.1429, 10: 0, 11: 0, 12: 0, 13: 0.0833, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
147,dpz9hu4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1429, 10: 0, 11: 0, 12: 0, 13: 0.125, 14: 0, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0.3333, 20: 0, 21: 0, 22: 0, 23: 0}"
148,dpz94tf,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0455, 9: 0, 10: 0, 11: 0.0227, 12: 0.0172, 13: 0.0128, 14: 0.0357, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
149,dpz2yhn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.1429, 5: 0, 6: 0.1111, 7: 0, 8: 0, 9: 0.0682, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.1667, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
150,dpz9n53,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0968, 7: 0, 8: 0.3333, 9: 0, 10: 0, 11: 0, 12: 0.5, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
151,dpz9787,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0769, 10: 0, 11: 0, 12: 0.0909, 13: 0, 14: 0, 15: 0.125, 16: 0.1667, 17: 0, 18: 0.1429, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
152,dpz9h73,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.5, 7: 0.1429, 8: 0, 9: 0, 10: 0.0556, 11: 0, 12: 0, 13: 0, 14: 0.125, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
153,dpz2nz4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0.5, 8: 0, 9: 0, 10: 0.25, 11: 1, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
154,dpz2nx1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.1667, 10: 0, 11: 0, 12: 1, 13: 0, 14: 0, 15: 0.3333, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
155,dpz2jym,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0.1111, 11: 0.0714, 12: 0, 13: 0.0333, 14: 0, 15: 0, 16: 0.0345, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
156,dpz956p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0, 10: 0, 11: 0, 12: 0.1667, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
157,dpz2ne8,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0.1111, 10: 0, 11: 0.1667, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
158,dpz2phn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0.1, 10: 0, 11: 0, 12: 0, 13: 0.1, 14: 0.0588, 15: 0.0455, 16: 0, 17: 0, 18: 0, 19: 0.0714, 20: 0.05, 21: 0, 22: 0, 23: 0}"
159,dpz8vs5,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1667, 7: 0.0614, 8: 0, 9: 0, 10: 0.1429, 11: 0, 12: 0.0909, 13: 0, 14: 0, 15: 1, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
160,dpz2zh7,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0.3333, 10: 0.5, 11: 0.3333, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 1, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
161,dpz3p1k,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0, 10: 0.2, 11: 0, 12: 0, 13: 0.1053, 14: 0, 15: 0.125, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
